,revision_id,article_quality,article_title,country,population,region
5876,1239630218,C,Marcial Samaniego,Paraguay,6.2,SOUTH AMERICA
1190,1147803226,Start,Marcin Maranda,Poland,37.7,EASTERN EUROPE
1553,1227539038,C,Marcio Pochmann,Brazil,204.0,SOUTH AMERICA
5821,1009675699,Stub,Marco Ameglio,Panama,4.5,CENTRAL AMERICA
1561,1240228814,Start,Marco Antonio Raupp,Brazil,204.0,SOUTH AMERICA
348,1233010330,Start,Marco Aurelio Avellaneda,Argentina,46.3,SOUTH AMERICA
2285,956297827,Stub,Marco Vinicio Vargas Pereira,Costa Rica,5.3,CENTRAL AMERICA
278,1209413818,Stub,Marcos Alexandre Nhunga,Angola,36.7,MIDDLE AFRICA
1494,1194912644,Stub,Marcos Braz,Brazil,204.0,SOUTH AMERICA
5833,1216597310,Stub,Marcos Justine,Panama,4.5,CENTRAL AMERICA
5877,1177716891,Stub,Marcos Zeida,Paraguay,6.2,SOUTH AMERICA
4593,1246064219,Start,Marere wa Mwachai,Kenya,55.1,EASTERN AFRICA
7027,1201585392,C,Margaret Dongo,Zimbabwe,16.7,EASTERN AFRICA
6815,1246348833,Start,Margaret Rwebyambu,Uganda,48.6,EASTERN AFRICA
1499,1234976623,Start,Margarete Coelho,Brazil,204.0,SOUTH AMERICA
6816,1246243219,Stub,Margret Okunga Makoha,Uganda,48.6,EASTERN AFRICA
4179,1182873094,,Maria Celeste Nardini,Italy,58.8,SOUTHERN EUROPE
2079,1199118382,Start,Maria Claudia Lacouture,Colombia,52.2,SOUTH AMERICA
279,1218506469,Stub,Maria Cândida Pereira Teixeira,Angola,36.7,MIDDLE AFRICA
5115,1239626851,Start,Maria Postoico,Moldova,3.4,EASTERN EUROPE
2837,1235479870,Start,Maria Terezinha Viegas,Timor Leste,1.4,SOUTHEAST ASIA
5997,1231260672,Stub,Maria do Rosário Palma Ramalho,Portugal,10.5,SOUTHERN EUROPE
280,1209513699,Stub,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,Angola,36.7,MIDDLE AFRICA
1959,1179344861,Stub,Mariam Mahamat Nour,Chad,18.3,MIDDLE AFRICA
5598,1222702415,C,Mariam Yalwaji Katagum,Nigeria,223.8,WESTERN AFRICA
1196,1191678421,Start,Marian Moszoro,Poland,37.7,EASTERN EUROPE
2983,1244174358,Start,Mariana Yumbay,Ecuador,17.1,SOUTH AMERICA
3413,1241574430,C,Marianne Laqueur,Germany,84.9,WESTERN EUROPE
2087,1245235175,Stub,Mariano Arosemena,Colombia,52.2,SOUTH AMERICA
3533,1228325819,Stub,Mariano Beltranena y Llano,Guatemala,18.1,CENTRAL AMERICA
388,1248788227,FA,Mariano Moreno,Argentina,46.3,SOUTH AMERICA
3549,1238485439,FA,Mariano Rivera Paz,Guatemala,18.1,CENTRAL AMERICA
2618,1231889136,FA,Mariano Zufía Urrizalqui,Spain,48.3,SOUTHERN EUROPE
3529,1242284183,GA,Mariano de Aycinena y Piñol,Guatemala,18.1,CENTRAL AMERICA
5701,1192201627,Stub,Mariatu Bala Usman,Nigeria,223.8,WESTERN AFRICA
1876,1241219287,Start,Marie Catherine Abena,Cameroon,28.1,MIDDLE AFRICA
4282,1230836674,Start,Marie Koré,Cote d'Ivoire,30.9,WESTERN AFRICA
3330,1242211689,Start,Marie Roch Louis Reybaud,France,65.9,WESTERN EUROPE
4106,1162770792,Start,Marino Busdachin,Italy,58.8,SOUTHERN EUROPE
3555,1171961571,Stub,Mario Antonio Andino,El Salvador,6.4,CENTRAL AMERICA
2502,1248345511,C,Mario Arana,Spain,48.3,SOUTHERN EUROPE
355,1135193654,Stub,Mario Cafiero,Argentina,46.3,SOUTH AMERICA
5865,1231919161,Start,Mario Ferreiro,Paraguay,6.2,SOUTH AMERICA
4166,1083730536,Stub,Mario Maiolo,Italy,58.8,SOUTHERN EUROPE
4185,1218079952,C,Mario Oriani-Ambrosini,Italy,58.8,SOUTHERN EUROPE
1550,1249739851,C,Mario Pinotti,Brazil,204.0,SOUTH AMERICA
2333,1248279415,Start,Mario Radić (politician),Croatia,3.8,SOUTHERN EUROPE
2013,1246582411,Stub,Mario Ríos Santander,Chile,20.0,SOUTH AMERICA
5945,1246698752,GA,Mario Vargas Llosa,Peru,33.8,SOUTH AMERICA
1849,1247198623,Start,Maris Sangiampongsa,Thailand,66.0,SOUTHEAST ASIA
6088,1233246343,Stub,Marième Ndiaye,Senegal,18.3,WESTERN AFRICA
1330,1233204055,Stub,Marjet Van Puymbroeck,Belgium,11.8,WESTERN EUROPE
4240,1198352017,Start,Mark Boris Andrijanič,Slovenia,2.1,SOUTHERN EUROPE
4585,1150187649,Stub,Mark Lomunokol,Kenya,55.1,EASTERN AFRICA
3595,1127474919,C,Marlon Tábora Muñoz,Honduras,9.7,CENTRAL AMERICA
2565,1220853317,Stub,Marquis of Amboage,Spain,48.3,SOUTHERN EUROPE
6478,1165316488,Start,Marshal Perera,Sri Lanka,22.7,SOUTH ASIA
6147,1245674826,Start,Marshall Campbell,South Africa,60.7,SOUTHERN AFRICA
4124,1212889106,Start,Marta Dassù,Italy,58.8,SOUTHERN EUROPE
6023,1243011196,C,Marta Temido,Portugal,10.5,SOUTHERN EUROPE
3333,1246003128,GA,Marthe Richard,France,65.9,WESTERN EUROPE
3250,1067855906,Stub,Martial Borye Desrenaudes,France,65.9,WESTERN EUROPE
5995,1229537850,Stub,Martim Pires Machado,Portugal,10.5,SOUTHERN EUROPE
3168,1243213512,Start,Martin Ekström,Sweden,10.5,NORTHERN EUROPE
6351,1159039404,Start,Martin Elia Lomuro,South Sudan,11.1,EASTERN AFRICA
6525,1244066124,Start,Martin Haab,Switzerland,8.8,WESTERN EUROPE
3402,1143929714,Start,Martin Horn (politician),Germany,84.9,WESTERN EUROPE
6542,1244054811,Stub,Martin Hübscher,Switzerland,8.8,WESTERN EUROPE
573,1214958856,Start,Martin Jahn,Czechia,10.9,EASTERN EUROPE
6648,1161562698,Start,Martin Joseph,Trinidad and Tobago,1.4,CARIBBEAN
513,1241392879,Stub,Martin Kocher,Austria,9.2,WESTERN EUROPE
2177,1178358315,Start,Martin Parfait Aimé Coussoud-Mavoungou,Congo DR,102.3,MIDDLE AFRICA
1650,1187122509,Start,Martin Zaimov,Bulgaria,6.4,EASTERN EUROPE
4804,1242651510,C,Martine Deprez,Luxembourg,0.7,WESTERN EUROPE
4812,1249941459,GA,Martine Hansen,Luxembourg,0.7,WESTERN EUROPE
435,1214669503,Stub,Martiros Sarukhanyan,Armenia,3.0,WESTERN ASIA
1074,1214790448,C,Martynas Jankus,Lithuania,2.9,NORTHERN EUROPE
374,1227515965,C,Martín Guzmán,Argentina,46.3,SOUTH AMERICA
385,1247590161,Start,Martín Menem,Argentina,46.3,SOUTH AMERICA
401,1166890663,C,Martín Sabbatella,Argentina,46.3,SOUTH AMERICA
2501,1242284347,Start,Martín de Álzaga,Spain,48.3,SOUTHERN EUROPE
6171,1233190748,Start,Maruping Lekwene,South Africa,60.7,SOUTHERN AFRICA
2235,1162646713,Stub,Marvin Calvo Montoya,Costa Rica,5.3,CENTRAL AMERICA
6826,1239422712,Stub,Mary Annet Nakato,Uganda,48.6,EASTERN AFRICA
6364,1202620554,Stub,Mary Mawai,South Sudan,11.1,EASTERN AFRICA
2262,1187967160,Stub,Mary Munive,Costa Rica,5.3,CENTRAL AMERICA
4873,1212663981,C,Mary Shawa,Malawi,19.8,EASTERN AFRICA
4493,1081667127,Stub,Maryam Tugambayeva,Kyrgyzstan,6.8,CENTRAL ASIA
5703,1242701558,C,Maryam Uwais,Nigeria,223.8,WESTERN AFRICA
6909,1246246447,Stub,María Cristina Iglesias,Venezuela,28.8,SOUTH AMERICA
6871,1227581396,Start,María Inés Obaldía,Uruguay,3.6,SOUTH AMERICA
1976,1233099485,Start,María Silvia Correa Marín,Chile,20.0,SOUTH AMERICA
2956,1244050054,Start,María Sol Corral,Ecuador,17.1,SOUTH AMERICA
2264,1248921822,C,María Teresa Obregón Zamora,Costa Rica,5.3,CENTRAL AMERICA
5950,1246371897,Stub,María Zavala Valladares,Peru,33.8,SOUTH AMERICA
4301,1188409346,Stub,Masakazu Hamachi,Japan,124.5,EAST ASIA
4350,1242119893,Start,Masakazu Nakai,Japan,124.5,EAST ASIA
5060,1231670592,Start,Masao Nakayama,Federated States of Micronesia,0.1,OCEANIA
4370,1064572815,Stub,Masataro Sawayanagi,Japan,124.5,EAST ASIA
4288,1245809164,Start,Masatoshi Akimoto,Japan,124.5,EAST ASIA
4290,1099244351,Start,Masayuki Aoyama,Japan,124.5,EAST ASIA
2738,1246397242,Start,Maslah Mohammed Siad Barre,Somalia,18.1,EASTERN AFRICA
40,1246566971,GA,Masoud Khalili,Afghanistan,42.4,SOUTH ASIA
4006,1249701286,C,Masrour Barzani,Iraq,45.5,WESTERN ASIA
3659,1248295740,C,Massillon Coicou,Haiti,11.6,CARIBBEAN
4225,1147948912,Start,Massimo Tononi,Italy,58.8,SOUTHERN EUROPE
4687,1178454897,Stub,Massoud Achkar,Lebanon,5.4,WESTERN ASIA
829,1179026554,Stub,Master Taj-ud-Din Ansari,Pakistan,240.5,SOUTH ASIA
2305,1217986221,Start,Mate Drinković,Croatia,3.8,SOUTHERN EUROPE
4260,1232181251,Start,Matej Arčon,Slovenia,2.1,SOUTHERN EUROPE
6619,1244548143,Stub,Mateo Qares,Tanzania,67.4,EASTERN AFRICA
6882,1093592713,Stub,Mateo Vidal,Uruguay,3.6,SOUTH AMERICA
1124,1213472678,Start,Mateusz Berger,Poland,37.7,EASTERN EUROPE
3342,1177650175,Stub,Mathurin Anghiley,Gabon,2.4,MIDDLE AFRICA
4258,1195006555,Start,Matija Majar,Slovenia,2.1,SOUTHERN EUROPE
4267,1180682572,B,Matija Škerbec,Slovenia,2.1,SOUTHERN EUROPE
2289,1165306945,Start,Mato Arlović,Croatia,3.8,SOUTHERN EUROPE
3184,1220804432,Start,Mats Kettilmundsson,Sweden,10.5,NORTHERN EUROPE
4339,981793614,Start,Matsudaira Norikata,Japan,124.5,EAST ASIA
4340,1106377935,Stub,Matsudaira Tarō,Japan,124.5,EAST ASIA
4341,1249013378,C,Matsudaira Yoshinaga,Japan,124.5,EAST ASIA
4342,1142626021,Start,Matsuoka Toshizō,Japan,124.5,EAST ASIA
3860,1232662468,Stub,Matsyarasa Visweswara Raju,India,1428.6,SOUTH ASIA
3486,1216081687,B,Matthaios Kofidis,Greece,10.6,SOUTHERN EUROPE
3143,1169424743,Stub,Matti Saarinen,Finland,5.6,NORTHERN EUROPE
2806,1246218102,FA,Matías Ramón Mella,Dominican Republic,11.3,CARIBBEAN
607,1247626057,Stub,Matěj Stropnický,Czechia,10.9,EASTERN EUROPE
876,1243072391,Start,Maulana Bashir Ahmad Sialvi,Pakistan,240.5,SOUTH ASIA
810,1067136662,Stub,Maulana Shakhawat,Bangladesh,173.5,SOUTH ASIA
1775,1192257938,Start,Maung Wuntha,Myanmar,55.4,SOUTHEAST ASIA
3241,1143025717,Stub,Maurice Colrat,France,65.9,WESTERN EUROPE
6596,1245480733,Start,Maurice Henry Dorman,Tanzania,67.4,EASTERN AFRICA
7066,1225102400,Start,Maurice Nyagumbo,Zimbabwe,16.7,EASTERN AFRICA
4592,1144498570,Stub,Maurice S. Makhanu,Kenya,55.1,EASTERN AFRICA
4731,1242646324,Start,Maurice Sleem,Lebanon,5.4,WESTERN ASIA
1704,1203177077,FA,Maurice Yaméogo,Burkina Faso,22.9,WESTERN AFRICA
3272,995050241,Stub,Maurice d'Hartoy,France,65.9,WESTERN EUROPE
4172,1183619465,Start,Mauro D'Attis,Italy,58.8,SOUTHERN EUROPE
2612,1161077572,Stub,Mauro Varela,Spain,48.3,SOUTHERN EUROPE
1496,1250050202,Start,Maurício Campos de Medeiros,Brazil,204.0,SOUTH AMERICA
1737,1245372940,C,Maw Htun Aung,Myanmar,55.4,SOUTHEAST ASIA
3074,1079991048,Stub,Mawlid Hayir,Ethiopia,126.5,EASTERN AFRICA
4045,1215706535,Start,Mawlud Mukhlis,Iraq,45.5,WESTERN ASIA
3127,1164505452,Start,Max Jakobson,Finland,5.6,NORTHERN EUROPE
7052,1007344798,Stub,Max Mnkandla,Zimbabwe,16.7,EASTERN AFRICA
3421,1226211497,Start,Max Montgelas,Germany,84.9,WESTERN EUROPE
6218,1219861485,Start,Max Sonnenberg,South Africa,60.7,SOUTHERN AFRICA
3426,1240981396,FA,Max von Oppenheim,Germany,84.9,WESTERN EUROPE
5392,1105191855,Start,Maxie Minnaar,Namibia,2.6,SOUTHERN AFRICA
4479,1223543314,C,Maxim Bakiyev,Kyrgyzstan,6.8,CENTRAL ASIA
5191,1234663795,GA,Maxim Ksenzov,Russia,146.9,EASTERN EUROPE
482,1226152632,Start,"Maximilian Anton Karl, Count Baillet de Latour",Austria,9.2,WESTERN EUROPE
2801,1130694664,Stub,Maximiliano Gómez,Dominican Republic,11.3,CARIBBEAN
5472,1163183225,Stub,Maximino Rodríguez Martínez,Nicaragua,6.8,CENTRAL AMERICA
7073,1246242430,Start,Maxwell Zeb Shumba,Zimbabwe,16.7,EASTERN AFRICA
2923,1244189029,C,Maya Rumantir,Indonesia,278.7,SOUTHEAST ASIA
6844,1217885513,Start,Mayanja Kyompitira Sebalu,Uganda,48.6,EASTERN AFRICA
6319,1213647572,Stub,Mayol Kur Akuei,South Sudan,11.1,EASTERN AFRICA
2971,1231714830,Start,Mayra Montaño,Ecuador,17.1,SOUTH AMERICA
3995,1097880283,Stub,Mazin Abu Kalal,Iraq,45.5,WESTERN ASIA
6081,1112938840,Stub,Maïmouna Kane,Senegal,18.3,WESTERN AFRICA
1259,1245229174,Stub,Małgorzata Tracz,Poland,37.7,EASTERN EUROPE
700,1238577650,Stub,McKell Bonaby,Bahamas,0.4,CARIBBEAN
6231,1240717930,C,Mduduzi Bacede Mabuza,South Africa,60.7,SOUTHERN AFRICA
2212,1247424323,C,Medard Mulangala,Congo DR,102.3,MIDDLE AFRICA
1485,1176588076,Start,Medeiros e Albuquerque,Brazil,204.0,SOUTH AMERICA
4489,1078135902,Stub,Medet Sadyrkulov,Kyrgyzstan,6.8,CENTRAL ASIA
2401,1209507523,C,Medo Pucić,Serbia,6.6,SOUTHERN EUROPE
5319,1246206422,C,Mehdi Ben Barka,Morocco,37.0,NORTHERN AFRICA
1439,1214318052,C,Mehmed Alajbegović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
115,1145510350,Stub,Mehmed Kalakula,Albania,2.7,SOUTHERN EUROPE
1456,1245241762,Start,Mehmed Kapetanović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
6743,1231760594,C,Mehmet Fatih Kacır,Turkey,85.6,WESTERN ASIA
6744,1225795702,Start,Mehmet Kamaç,Turkey,85.6,WESTERN ASIA
146,1239924043,Stub,Mehmet Tahsini,Albania,2.7,SOUTHERN EUROPE
3956,1178544186,C,Mehrdad Khonsari,Iran,89.2,SOUTH ASIA
845,1211576717,Stub,Mehrumal Jagwani,Pakistan,240.5,SOUTH ASIA
4343,1215386129,Start,Meiji oligarchy,Japan,124.5,EAST ASIA
3067,1212557754,Stub,Mekdes Daba,Ethiopia,126.5,EASTERN AFRICA
6660,1041433441,Stub,Mekki Aloui,Tunisia,11.9,NORTHERN AFRICA
3080,1206836042,Stub,Melatework Hailu,Ethiopia,126.5,EASTERN AFRICA
336,1241592535,Start,Melford Nicholas,Antigua and Barbuda,0.1,CARIBBEAN
2353,1120771298,Start,Melko Čingrija,Serbia,6.6,SOUTHERN EUROPE
4453,1230885276,Start,Mels Eleusizov,Kazakhstan,19.9,CENTRAL ASIA
6749,1195440301,Start,Memduh Oğuz,Turkey,85.6,WESTERN ASIA
4009,1219867674,Start,Menahem Saleh Daniel,Iraq,45.5,WESTERN ASIA
154,1235824554,FA,Menduh Zavalani,Albania,2.7,SOUTHERN EUROPE
5590,1248330894,GA,Mercy Johnson,Nigeria,223.8,WESTERN AFRICA
4823,1183087341,Start,Meris Šehović,Luxembourg,0.7,WESTERN EUROPE
5026,1245226335,C,Messaoud Ould Boulkheir,Mauritania,4.9,WESTERN AFRICA
3958,1246324232,Stub,Meysam Latifi,Iran,89.2,SOUTH ASIA
6684,1245069779,C,Mezri Haddad,Tunisia,11.9,NORTHERN AFRICA
309,1243272129,Start,Mfulupinga Nlando Victor,Angola,36.7,MIDDLE AFRICA
6234,1190520305,Stub,Mgwagwa Gamedze,South Africa,60.7,SOUTHERN AFRICA
897,1214592851,Stub,Mian Muhammad Shahnawaz,Pakistan,240.5,SOUTH ASIA
850,1208795096,C,Mian Muhibullah Kakakhel,Pakistan,240.5,SOUTH ASIA
918,1090468579,Start,Michael A. Carrington,Barbados,0.3,CARIBBEAN
5491,1144112517,Start,Michael Ajegbo,Nigeria,223.8,WESTERN AFRICA
6608,1174105516,Start,Michael C. Latham,Tanzania,67.4,EASTERN AFRICA
6601,1242314566,Stub,Michael Kamaliza,Tanzania,67.4,EASTERN AFRICA
6798,1248672131,Stub,Michael Kawalya Kagwa,Uganda,48.6,EASTERN AFRICA
510,1106829544,Stub,Michael Killisch-Horn,Austria,9.2,WESTERN EUROPE
5014,1248537667,Stub,Michael Konelios,Marshall Islands,0.1,OCEANIA
5605,1246565093,C,Michael Kwanashie,Nigeria,223.8,WESTERN AFRICA
6322,1215107662,Start,Michael Lado Allah-Jabu,South Sudan,11.1,EASTERN AFRICA
5520,1248817751,C,Michael Opeyemi Bamidele,Nigeria,223.8,WESTERN AFRICA
6221,1177406709,Start,Michael Tellinger,South Africa,60.7,SOUTHERN AFRICA
4876,1248341582,C,Michael Usi,Malawi,19.8,EASTERN AFRICA
2634,1215793256,Start,Michael Zampelas,Cyprus,1.3,WESTERN ASIA
1188,1211495242,Stub,Michal Mackevič,Poland,37.7,EASTERN EUROPE
2629,1115935468,C,Michalis Paraskevas,Cyprus,1.3,WESTERN ASIA
1222,1228850625,Start,Michał Józef Römer,Poland,37.7,EASTERN EUROPE
1262,1228060240,Start,Michał Urbaniak (politician),Poland,37.7,EASTERN EUROPE
1179,1247696632,GA,Michał Łempicki,Poland,37.7,EASTERN EUROPE
3244,1087935075,Stub,Michel Craplet,France,65.9,WESTERN EUROPE
4694,1240220123,GA,Michel Elefteriades,Lebanon,5.4,WESTERN ASIA
4279,1219746004,C,Michel Gueu,Cote d'Ivoire,30.9,WESTERN AFRICA
3655,1242253141,C,Michel Patrick Boisvert,Haiti,11.6,CARIBBEAN
3325,1050936152,Stub,Michel Pouzol,France,65.9,WESTERN EUROPE
4845,1177650685,Start,Michel Randria,Madagascar,30.4,EASTERN AFRICA
4112,1185179221,Stub,Michele Angelo Cianciulli,Italy,58.8,SOUTHERN EUROPE
4107,1174206322,Stub,Michele Caccavale,Italy,58.8,SOUTHERN EUROPE
4144,1227609480,C,Michele Geraci,Italy,58.8,SOUTHERN EUROPE
4153,1244408098,Start,Michele Gortani,Italy,58.8,SOUTHERN EUROPE
4234,1218766336,C,Michele Zanche,Italy,58.8,SOUTHERN EUROPE
1192,1243053656,Stub,Mieczysław Mickiewicz,Poland,37.7,EASTERN EUROPE
1203,1190769165,Stub,Mieczysław Nowicki,Poland,37.7,EASTERN EUROPE
1231,1209785731,Start,Mieczysław Serwiński,Poland,37.7,EASTERN EUROPE
1265,1181245069,Stub,Mieczysław Wachowski,Poland,37.7,EASTERN EUROPE
1193,1189529166,Start,Miecław,Poland,37.7,EASTERN EUROPE
2065,1230172715,Stub,Miguel Amín Escaf,Colombia,52.2,SOUTH AMERICA
3585,1219318782,Stub,Miguel Andonie Fernández,Honduras,9.7,CENTRAL AMERICA
2513,1199053571,Stub,Miguel Barroso Ayats,Spain,48.3,SOUTHERN EUROPE
2441,1233083421,Stub,Miguel Brugueras,Cuba,11.0,CARIBBEAN
2795,1225782262,Stub,Miguel Cocco,Dominican Republic,11.3,CARIBBEAN
1501,1237350838,Start,Miguel Couto,Brazil,204.0,SOUTH AMERICA
2449,1249943418,GA,Miguel Díaz-Canel,Cuba,11.0,CARIBBEAN
5983,1215813778,Stub,Miguel Guimarães,Portugal,10.5,SOUTHERN EUROPE
5467,1229927077,Stub,Miguel Larreynaga,Nicaragua,6.8,CENTRAL AMERICA
2805,957199596,Stub,Miguel Mejía (politician),Dominican Republic,11.3,CARIBBEAN
1998,1246581884,Stub,Miguel Otero Lathrop,Chile,20.0,SOUTH AMERICA
6926,1228343895,Stub,Miguel Peña (politician),Venezuela,28.8,SOUTH AMERICA
2598,1069043798,Stub,Miguel Romero (activist),Spain,48.3,SOUTHERN EUROPE
5939,1246360152,Start,Miguel Romero Sotelo,Peru,33.8,SOUTH AMERICA
5940,1010787172,Start,Miguel Rosas,Peru,33.8,SOUTH AMERICA
2015,1233099801,Start,Miguel Schweitzer Walters,Chile,20.0,SOUTH AMERICA
2233,1208170811,Start,Miguel de Bonilla y Laya-Bolívar,Costa Rica,5.3,CENTRAL AMERICA
3554,1225471880,Start,Miguel Álvarez Castro,El Salvador,6.4,CENTRAL AMERICA
2542,1223713147,Start,Miguel Ángel Fernández-Palacios,Spain,48.3,SOUTHERN EUROPE
394,1211044406,Start,Miguel Ángel Pesce,Argentina,46.3,SOUTH AMERICA
5119,1232778342,Stub,Mihai Severovan,Moldova,3.4,EASTERN EUROPE
5070,1232398121,Stub,Mihail Barbulat,Moldova,3.4,EASTERN EUROPE
5078,1232590199,Stub,Mihail Cibotaru,Moldova,3.4,EASTERN EUROPE
5088,1232591884,Stub,Mihail Druță,Moldova,3.4,EASTERN EUROPE
5103,1232772683,Stub,Mihail Manoli,Moldova,3.4,EASTERN EUROPE
111,1226635783,C,Mihal Grameno,Albania,2.7,SOUTHERN EUROPE
3700,1245851485,C,Mihály Csáky,Hungary,9.6,EASTERN EUROPE
3729,1081132162,Start,Mihály Káthay,Hungary,9.6,EASTERN EUROPE
3744,1089407038,Start,Mihály Mikes (politician),Hungary,9.6,EASTERN EUROPE
3745,935489367,Stub,Mihály Mikes (soldier),Hungary,9.6,EASTERN EUROPE
3762,1193643268,Start,Mihály Teleki,Hungary,9.6,EASTERN EUROPE
5268,1221669826,C,Mijiddorjiin Khanddorj,Mongolia,3.5,EAST ASIA
418,1226313476,Start,Mikayel Kotanyan,Armenia,3.0,WESTERN ASIA
3440,1210860457,C,Mike Schubert,Germany,84.9,WESTERN EUROPE
4691,1176998437,Start,Mikhael Daher,Lebanon,5.4,WESTERN ASIA
5143,1243512827,C,Mikhail Barsukov,Russia,146.9,EASTERN EUROPE
5144,1235956570,Start,Mikhail Batin,Russia,146.9,EASTERN EUROPE
3122,1159662514,Stub,Mikhail Fyodorovich Ganskau,Finland,5.6,NORTHERN EUROPE
5189,1175060112,Start,Mikhail Kovalchuk,Russia,146.9,EASTERN EUROPE
5216,1150110632,Start,Mikhail Oseevsky,Russia,146.9,EASTERN EUROPE
5218,1080823535,Stub,Mikhail Pakhomov,Russia,146.9,EASTERN EUROPE
5194,1230685711,C,Mikhail Sergeevich Kuznetsov,Russia,146.9,EASTERN EUROPE
3721,1248262096,Start,Miklós Horthy Jr.,Hungary,9.6,EASTERN EUROPE
3726,1237567100,C,Miklós Istvánffy,Hungary,9.6,EASTERN EUROPE
972,1243221482,GA,Mikola Statkevich,Belarus,9.2,EASTERN EUROPE
1177,1242123135,Start,Mikołaj Kurowski,Poland,37.7,EASTERN EUROPE
3715,1017820647,Stub,Miksa Hadik,Hungary,9.6,EASTERN EUROPE
590,1243344552,Stub,Mikuláš of Hus,Czechia,10.9,EASTERN EUROPE
2644,1243262444,Start,Milan Haborák,Slovakia,5.4,EASTERN EUROPE
2386,1243511522,Start,Milan Komnenić,Serbia,6.6,SOUTHERN EUROPE
2389,1214993232,Start,Milan Kovačević,Serbia,6.6,SOUTHERN EUROPE
2410,1247970488,Start,Milan Smiljanić (priest),Serbia,6.6,SOUTHERN EUROPE
1478,1243511577,Start,Milan Uzelac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
1679,1249711505,Stub,Mile Zečević,North Macedonia,1.8,SOUTHERN EUROPE
6935,1145661230,Stub,Milena Sardi de Selle,Venezuela,28.8,SOUTH AMERICA
2429,1231464971,Stub,Milija Zdravković,Serbia,6.6,SOUTHERN EUROPE
6821,1164574518,Stub,Milly Mugeni,Uganda,48.6,EASTERN AFRICA
2376,1243519469,Start,Milorad Drašković,Serbia,6.6,SOUTHERN EUROPE
2422,1243519686,Stub,Milorad Unković,Serbia,6.6,SOUTHERN EUROPE
2427,1226407894,Start,Milorad Vučelić,Serbia,6.6,SOUTHERN EUROPE
1317,1136573750,Stub,Milou Jeunehomme,Belgium,11.8,WESTERN EUROPE
5332,1246871230,C,Miloud Chaabi,Morocco,37.0,NORTHERN AFRICA
2403,1216209091,Stub,Miloš Radosavljević (politician),Serbia,6.6,SOUTHERN EUROPE
5299,1207823889,Stub,Miloš Radulović (politician),Montenegro,0.6,SOUTHERN EUROPE
2407,1244519801,FA,Miloš Savčić,Serbia,6.6,SOUTHERN EUROPE
2419,1243519233,GA,Miloš Trifunović (politician),Serbia,6.6,SOUTHERN EUROPE
2420,1249536547,Start,Miloš Trivunac,Serbia,6.6,SOUTHERN EUROPE
1480,1221047215,Start,Miloš Vukašinović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
5280,1220446053,C,Milutin Jelić,Montenegro,0.6,SOUTHERN EUROPE
6289,1242905318,Stub,Min Jong-gi,Korea (South),51.4,EAST ASIA
1648,1101186643,Stub,Mincho Yovchev,Bulgaria,6.4,EASTERN EUROPE
2619,1236408162,Stub,Mine Atlı,Cyprus,1.3,WESTERN ASIA
1665,1244123853,Stub,Minčo Jordanov,North Macedonia,1.8,SOUTHERN EUROPE
5275,1211829162,C,Miodrag Davidović,Montenegro,0.6,SOUTHERN EUROPE
864,1213788166,Stub,Mir Dariya Khan Khoso,Pakistan,240.5,SOUTH ASIA
879,1237286854,Stub,Mir Hasem Ali,Pakistan,240.5,SOUTH ASIA
907,1245672846,Start,Mir Thebo,Pakistan,240.5,SOUTH ASIA
3150,1147171503,Start,Miranda Vuolasranta,Finland,5.6,NORTHERN EUROPE
631,1226415908,Start,Mirgasim Cheshmazer,Azerbaijan,10.2,WESTERN ASIA
6396,1232037123,Start,Mirghani Alnasri,Sudan,48.1,NORTHERN AFRICA
1232,1244978770,Start,Miriam Shaded,Poland,37.7,EASTERN EUROPE
2418,1243511560,Stub,Mirko Tepavac,Serbia,6.6,SOUTHERN EUROPE
586,1226706928,C,Miroslav Lidinský,Czechia,10.9,EASTERN EUROPE
609,1208274112,Start,Miroslav Tetter,Czechia,10.9,EASTERN EUROPE
2397,1174745856,Start,Miroslava Milenović,Serbia,6.6,SOUTHERN EUROPE
1146,1088837946,Stub,Mirosław Dzielski,Poland,37.7,EASTERN EUROPE
1449,1240877452,Start,Mirsad Hadžikadić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
35,1235165845,C,Mirza Muhammad Ismail,Afghanistan,42.4,SOUTH ASIA
3835,1241561304,Stub,Mirza Rahmat Baig,India,1428.6,SOUTH ASIA
4345,1159659441,Start,Mishima Michitsune,Japan,124.5,EAST ASIA
6174,1241103024,GA,Mmusi Maimane,South Africa,60.7,SOUTHERN AFRICA
2145,1234167840,C,Modeste Boukadia,Congo,6.1,MIDDLE AFRICA
4991,1235076006,C,Modibo Keïta,Mali,23.3,WESTERN AFRICA
3351,1151065994,Stub,Modou Bamba Gaye,Gambia,2.8,WESTERN AFRICA
6071,1093235453,Stub,Modou Dia,Senegal,18.3,WESTERN AFRICA
5583,1193042351,Start,Modupe Irele,Nigeria,223.8,WESTERN AFRICA
47,1246567093,Start,Moeen Marastial,Afghanistan,42.4,SOUTH ASIA
3081,1193968324,Start,Mogus Wolde Mikael,Ethiopia,126.5,EASTERN AFRICA
